iD,quality,length,country,url,birdName
170391,B,40,Russian Federation,www.xeno-canto.org/170391/download,Parus major
170389,B,10,Russian Federation,www.xeno-canto.org/170389/download,Parus major
170385,B,52,Russian Federation,www.xeno-canto.org/170385/download,Parus major
170375,B,74,Russian Federation,www.xeno-canto.org/170375/download,Parus major
170362,B,33,Russian Federation,www.xeno-canto.org/170362/download,Parus major
170361,B,70,Russian Federation,www.xeno-canto.org/170361/download,Parus major
170360,B,71,Russian Federation,www.xeno-canto.org/170360/download,Parus major
170353,B,63,Russian Federation,www.xeno-canto.org/170353/download,Parus major
170352,B,56,Russian Federation,www.xeno-canto.org/170352/download,Parus major
170338,B,72,Russian Federation,www.xeno-canto.org/170338/download,Parus major
170321,B,45,Russian Federation,www.xeno-canto.org/170321/download,Parus major
170315,B,74,Russian Federation,www.xeno-canto.org/170315/download,Parus major
170314,B,28,Russian Federation,www.xeno-canto.org/170314/download,Parus major
170313,B,71,Russian Federation,www.xeno-canto.org/170313/download,Parus major
170310,B,55,Russian Federation,www.xeno-canto.org/170310/download,Parus major
170193,B,145,United Kingdom,www.xeno-canto.org/170193/download,Parus major
170010,B,40,Sweden,www.xeno-canto.org/170010/download,Parus major
169871,B,38,Poland,www.xeno-canto.org/169871/download,Parus major
169583,B,9,Russian Federation,www.xeno-canto.org/169583/download,Parus major
169580,B,38,Russian Federation,www.xeno-canto.org/169580/download,Parus major
169543,B,64,Russian Federation,www.xeno-canto.org/169543/download,Parus major
169309,B,18,Switzerland,www.xeno-canto.org/169309/download,Parus major
169125,B,32,Russian Federation,www.xeno-canto.org/169125/download,Parus major
169056,B,87,United Kingdom,www.xeno-canto.org/169056/download,Parus major
169055,B,44,United Kingdom,www.xeno-canto.org/169055/download,Parus major
169054,B,57,United Kingdom,www.xeno-canto.org/169054/download,Parus major
168535,B,71,Russian Federation,www.xeno-canto.org/168535/download,Parus major
168445,B,100,Poland,www.xeno-canto.org/168445/download,Parus major
168442,B,33,Poland,www.xeno-canto.org/168442/download,Parus major
168440,B,44,Poland,www.xeno-canto.org/168440/download,Parus major
168435,B,28,Poland,www.xeno-canto.org/168435/download,Parus major
168434,B,29,Poland,www.xeno-canto.org/168434/download,Parus major
168314,B,46,Germany,www.xeno-canto.org/168314/download,Parus major
168307,B,75,Spain,www.xeno-canto.org/168307/download,Parus major
168302,B,46,Spain,www.xeno-canto.org/168302/download,Parus major
168252,B,27,Russian Federation,www.xeno-canto.org/168252/download,Parus major
168246,B,68,Russian Federation,www.xeno-canto.org/168246/download,Parus major
168223,B,174,United Kingdom,www.xeno-canto.org/168223/download,Parus major
168222,B,68,United Kingdom,www.xeno-canto.org/168222/download,Parus major
168221,B,135,United Kingdom,www.xeno-canto.org/168221/download,Parus major
167949,B,57,Switzerland,www.xeno-canto.org/167949/download,Parus major
167851,B,22,Germany,www.xeno-canto.org/167851/download,Parus major
167814,B,31,Germany,www.xeno-canto.org/167814/download,Parus major
167738,B,28,Russian Federation,www.xeno-canto.org/167738/download,Parus major
167736,B,26,Russian Federation,www.xeno-canto.org/167736/download,Parus major
167735,B,35,Russian Federation,www.xeno-canto.org/167735/download,Parus major
167689,B,170,France,www.xeno-canto.org/167689/download,Parus major
167423,B,152,Russian Federation,www.xeno-canto.org/167423/download,Parus major
167422,B,92,Russian Federation,www.xeno-canto.org/167422/download,Parus major
167421,B,34,Russian Federation,www.xeno-canto.org/167421/download,Parus major
167420,B,25,Russian Federation,www.xeno-canto.org/167420/download,Parus major
165647,B,103,Germany,www.xeno-canto.org/165647/download,Parus major
165646,B,42,Germany,www.xeno-canto.org/165646/download,Parus major
165198,B,35,Germany,www.xeno-canto.org/165198/download,Parus major
163312,B,80,Turkey,www.xeno-canto.org/163312/download,Parus major
162220,B,30,France,www.xeno-canto.org/162220/download,Parus major
161852,B,85,Germany,www.xeno-canto.org/161852/download,Parus major
161267,B,11,Poland,www.xeno-canto.org/161267/download,Parus major
156977,B,60,France,www.xeno-canto.org/156977/download,Parus major
156901,B,73,Israel,www.xeno-canto.org/156901/download,Parus major
156737,B,240,United Kingdom,www.xeno-canto.org/156737/download,Parus major
155699,B,122,United Kingdom,www.xeno-canto.org/155699/download,Parus major
155698,B,96,United Kingdom,www.xeno-canto.org/155698/download,Parus major
149824,B,44,Mongolia,www.xeno-canto.org/149824/download,Parus major
147243,B,108,Russian Federation,www.xeno-canto.org/147243/download,Parus major
147242,B,50,Russian Federation,www.xeno-canto.org/147242/download,Parus major
147239,B,106,Russian Federation,www.xeno-canto.org/147239/download,Parus major
145165,B,18,Kazakhstan,www.xeno-canto.org/145165/download,Parus major
143093,B,42,France,www.xeno-canto.org/143093/download,Parus major
139947,B,41,Poland,www.xeno-canto.org/139947/download,Parus major
139542,B,32,Netherlands,www.xeno-canto.org/139542/download,Parus major
138200,B,42,France,www.xeno-canto.org/138200/download,Parus major
138198,B,33,France,www.xeno-canto.org/138198/download,Parus major
138015,B,98,Germany,www.xeno-canto.org/138015/download,Parus major
135554,B,41,Spain,www.xeno-canto.org/135554/download,Parus major
134938,B,74,Poland,www.xeno-canto.org/134938/download,Parus major
134883,B,97,Germany,www.xeno-canto.org/134883/download,Parus major
134590,B,77,Russian Federation,www.xeno-canto.org/134590/download,Parus major
134344,B,90,France,www.xeno-canto.org/134344/download,Parus major
134309,B,62,France,www.xeno-canto.org/134309/download,Parus major
134264,B,58,Italy,www.xeno-canto.org/134264/download,Parus major
134214,B,48,Poland,www.xeno-canto.org/134214/download,Parus major
134210,B,29,Switzerland,www.xeno-canto.org/134210/download,Parus major
133907,B,200,United Kingdom,www.xeno-canto.org/133907/download,Parus major
133904,B,22,United Kingdom,www.xeno-canto.org/133904/download,Parus major
133903,B,76,United Kingdom,www.xeno-canto.org/133903/download,Parus major
133267,B,16,Russian Federation,www.xeno-canto.org/133267/download,Parus major
133144,B,87,Russian Federation,www.xeno-canto.org/133144/download,Parus major
133123,B,41,Russian Federation,www.xeno-canto.org/133123/download,Parus major
132623,B,22,Poland,www.xeno-canto.org/132623/download,Parus major
132426,B,43,France,www.xeno-canto.org/132426/download,Parus major
132210,B,41,Russian Federation,www.xeno-canto.org/132210/download,Parus major
132206,B,31,Russian Federation,www.xeno-canto.org/132206/download,Parus major
132116,B,20,Russian Federation,www.xeno-canto.org/132116/download,Parus major
131731,B,97,Germany,www.xeno-canto.org/131731/download,Parus major
131706,B,72,France,www.xeno-canto.org/131706/download,Parus major
131591,B,34,Germany,www.xeno-canto.org/131591/download,Parus major
131590,B,9,Germany,www.xeno-canto.org/131590/download,Parus major
131260,B,30,France,www.xeno-canto.org/131260/download,Parus major
131217,B,52,France,www.xeno-canto.org/131217/download,Parus major
131114,B,21,France,www.xeno-canto.org/131114/download,Parus major
130269,B,22,Germany,www.xeno-canto.org/130269/download,Parus major
130228,B,77,Russian Federation,www.xeno-canto.org/130228/download,Parus major
129350,B,12,France,www.xeno-canto.org/129350/download,Parus major
129330,B,15,France,www.xeno-canto.org/129330/download,Parus major
129184,B,162,Germany,www.xeno-canto.org/129184/download,Parus major
129183,B,20,Germany,www.xeno-canto.org/129183/download,Parus major
129182,B,61,Germany,www.xeno-canto.org/129182/download,Parus major
127755,B,23,France,www.xeno-canto.org/127755/download,Parus major
127074,B,35,Germany,www.xeno-canto.org/127074/download,Parus major
126940,B,55,Russian Federation,www.xeno-canto.org/126940/download,Parus major
126898,B,24,Russian Federation,www.xeno-canto.org/126898/download,Parus major
126893,B,21,Russian Federation,www.xeno-canto.org/126893/download,Parus major
126874,B,28,Russian Federation,www.xeno-canto.org/126874/download,Parus major
126873,B,46,Russian Federation,www.xeno-canto.org/126873/download,Parus major
126465,B,19,Denmark,www.xeno-canto.org/126465/download,Parus major
123087,B,3,Poland,www.xeno-canto.org/123087/download,Parus major
121034,B,186,Germany,www.xeno-canto.org/121034/download,Parus major
121009,B,112,Poland,www.xeno-canto.org/121009/download,Parus major
120978,B,13,United Kingdom,www.xeno-canto.org/120978/download,Parus major
120142,B,125,Poland,www.xeno-canto.org/120142/download,Parus major
118373,B,108,Germany,www.xeno-canto.org/118373/download,Parus major
115586,B,23,Norway,www.xeno-canto.org/115586/download,Parus major
112219,B,15,Germany,www.xeno-canto.org/112219/download,Parus major
101022,B,72,Germany,www.xeno-canto.org/101022/download,Parus major
99986,B,50,Germany,www.xeno-canto.org/99986/download,Parus major
99438,B,43,Germany,www.xeno-canto.org/99438/download,Parus major
98852,B,23,Turkey,www.xeno-canto.org/98852/download,Parus major
98719,B,53,Spain,www.xeno-canto.org/98719/download,Parus major
97297,B,23,Switzerland,www.xeno-canto.org/97297/download,Parus major
96822,B,24,Germany,www.xeno-canto.org/96822/download,Parus major
95206,B,10,Norway,www.xeno-canto.org/95206/download,Parus major
94574,B,32,United Kingdom,www.xeno-canto.org/94574/download,Parus major
93831,B,93,United Kingdom,www.xeno-canto.org/93831/download,Parus major
91420,B,66,Netherlands,www.xeno-canto.org/91420/download,Parus major
91114,B,28,Poland,www.xeno-canto.org/91114/download,Parus major
90387,B,79,Netherlands,www.xeno-canto.org/90387/download,Parus major
78966,B,18,France,www.xeno-canto.org/78966/download,Parus major
78149,B,39,Hungary,www.xeno-canto.org/78149/download,Parus major
74822,B,8,Germany,www.xeno-canto.org/74822/download,Parus major
72795,B,59,Netherlands,www.xeno-canto.org/72795/download,Parus major
71454,B,57,United Kingdom,www.xeno-canto.org/71454/download,Parus major
67202,B,22,Denmark,www.xeno-canto.org/67202/download,Parus major
67200,B,61,Denmark,www.xeno-canto.org/67200/download,Parus major
67199,B,51,Denmark,www.xeno-canto.org/67199/download,Parus major
67097,B,29,Sweden,www.xeno-canto.org/67097/download,Parus major
55007,B,14,France,www.xeno-canto.org/55007/download,Parus major
55005,B,8,France,www.xeno-canto.org/55005/download,Parus major
55004,B,9,France,www.xeno-canto.org/55004/download,Parus major
47356,B,13,Netherlands,www.xeno-canto.org/47356/download,Parus major
46532,B,22,Netherlands,www.xeno-canto.org/46532/download,Parus major
43819,B,49,Kazakhstan,www.xeno-canto.org/43819/download,Parus major
37786,B,26,Kazakhstan,www.xeno-canto.org/37786/download,Parus major
36882,B,39,United Kingdom,www.xeno-canto.org/36882/download,Parus major
35325,B,18,Romania,www.xeno-canto.org/35325/download,Parus major
28217,B,23,Sweden,www.xeno-canto.org/28217/download,Parus major
28186,B,7,Spain,www.xeno-canto.org/28186/download,Parus major
25740,B,23,Denmark,www.xeno-canto.org/25740/download,Parus major
25668,B,21,Denmark,www.xeno-canto.org/25668/download,Parus major
25667,B,14,Denmark,www.xeno-canto.org/25667/download,Parus major
25526,B,63,Poland,www.xeno-canto.org/25526/download,Parus major
548403,C,57,Poland,www.xeno-canto.org/548403/download,Parus major
546956,C,25,France,www.xeno-canto.org/546956/download,Parus major
546955,C,17,France,www.xeno-canto.org/546955/download,Parus major
546040,C,7,United Kingdom,www.xeno-canto.org/546040/download,Parus major
545113,C,8,Germany,www.xeno-canto.org/545113/download,Parus major
543659,C,498,United Kingdom,www.xeno-canto.org/543659/download,Parus major
543199,C,12,France,www.xeno-canto.org/543199/download,Parus major
542425,C,79,France,www.xeno-canto.org/542425/download,Parus major
541800,C,50,United Kingdom,www.xeno-canto.org/541800/download,Parus major
539879,C,31,Netherlands,www.xeno-canto.org/539879/download,Parus major
537126,C,62,France,www.xeno-canto.org/537126/download,Parus major
534408,C,490,France,www.xeno-canto.org/534408/download,Parus major
533396,C,16,Netherlands,www.xeno-canto.org/533396/download,Parus major
533339,C,59,Finland,www.xeno-canto.org/533339/download,Parus major
532262,C,54,Estonia,www.xeno-canto.org/532262/download,Parus major
530478,C,31,Netherlands,www.xeno-canto.org/530478/download,Parus major
530377,C,14,Netherlands,www.xeno-canto.org/530377/download,Parus major
527769,C,18,Netherlands,www.xeno-canto.org/527769/download,Parus major
527767,C,15,Netherlands,www.xeno-canto.org/527767/download,Parus major
524488,C,43,France,www.xeno-canto.org/524488/download,Parus major
522766,C,27,United Kingdom,www.xeno-canto.org/522766/download,Parus major
519694,C,4,Poland,www.xeno-canto.org/519694/download,Parus major
506884,C,204,Germany,www.xeno-canto.org/506884/download,Parus major
506790,C,22,Portugal,www.xeno-canto.org/506790/download,Parus major
505214,C,22,Portugal,www.xeno-canto.org/505214/download,Parus major
498981,C,21,United Kingdom,www.xeno-canto.org/498981/download,Parus major
498980,C,179,United Kingdom,www.xeno-canto.org/498980/download,Parus major
498733,C,201,United Kingdom,www.xeno-canto.org/498733/download,Parus major
496149,C,233,United Kingdom,www.xeno-canto.org/496149/download,Parus major
496146,C,37,United Kingdom,www.xeno-canto.org/496146/download,Parus major
496145,C,186,United Kingdom,www.xeno-canto.org/496145/download,Parus major
496144,C,45,United Kingdom,www.xeno-canto.org/496144/download,Parus major
496033,C,87,United Kingdom,www.xeno-canto.org/496033/download,Parus major
495773,C,16,United Kingdom,www.xeno-canto.org/495773/download,Parus major
495772,C,219,United Kingdom,www.xeno-canto.org/495772/download,Parus major
493871,C,16,Russian Federation,www.xeno-canto.org/493871/download,Parus major
492918,C,500,United Kingdom,www.xeno-canto.org/492918/download,Parus major
492916,C,175,United Kingdom,www.xeno-canto.org/492916/download,Parus major
492658,C,23,United Kingdom,www.xeno-canto.org/492658/download,Parus major
492657,C,48,United Kingdom,www.xeno-canto.org/492657/download,Parus major
492656,C,24,United Kingdom,www.xeno-canto.org/492656/download,Parus major
492647,C,110,United Kingdom,www.xeno-canto.org/492647/download,Parus major
490990,C,116,United Kingdom,www.xeno-canto.org/490990/download,Parus major
490988,C,79,United Kingdom,www.xeno-canto.org/490988/download,Parus major
488575,C,21,Russian Federation,www.xeno-canto.org/488575/download,Parus major
486065,C,113,United Kingdom,www.xeno-canto.org/486065/download,Parus major
485621,C,147,United Kingdom,www.xeno-canto.org/485621/download,Parus major
485618,C,229,United Kingdom,www.xeno-canto.org/485618/download,Parus major
485539,C,125,United Kingdom,www.xeno-canto.org/485539/download,Parus major
485538,C,238,United Kingdom,www.xeno-canto.org/485538/download,Parus major
484044,C,126,United Kingdom,www.xeno-canto.org/484044/download,Parus major
484042,C,12,United Kingdom,www.xeno-canto.org/484042/download,Parus major
482844,C,73,Georgia,www.xeno-canto.org/482844/download,Parus major
482325,C,105,United Kingdom,www.xeno-canto.org/482325/download,Parus major
481165,C,497,United Kingdom,www.xeno-canto.org/481165/download,Parus major
481104,C,211,Ukraine,www.xeno-canto.org/481104/download,Parus major
480491,C,37,United Kingdom,www.xeno-canto.org/480491/download,Parus major
480489,C,193,United Kingdom,www.xeno-canto.org/480489/download,Parus major
480447,C,394,United Kingdom,www.xeno-canto.org/480447/download,Parus major
480445,C,321,United Kingdom,www.xeno-canto.org/480445/download,Parus major
480444,C,29,United Kingdom,www.xeno-canto.org/480444/download,Parus major
477994,C,92,United Kingdom,www.xeno-canto.org/477994/download,Parus major
477993,C,5,United Kingdom,www.xeno-canto.org/477993/download,Parus major
477865,C,18,United Kingdom,www.xeno-canto.org/477865/download,Parus major
477864,C,51,United Kingdom,www.xeno-canto.org/477864/download,Parus major
476501,C,261,United Kingdom,www.xeno-canto.org/476501/download,Parus major
476500,C,356,United Kingdom,www.xeno-canto.org/476500/download,Parus major
476497,C,501,United Kingdom,www.xeno-canto.org/476497/download,Parus major
476300,C,59,United Kingdom,www.xeno-canto.org/476300/download,Parus major
476296,C,32,United Kingdom,www.xeno-canto.org/476296/download,Parus major
475827,C,178,United Kingdom,www.xeno-canto.org/475827/download,Parus major
475826,C,16,United Kingdom,www.xeno-canto.org/475826/download,Parus major
475822,C,71,United Kingdom,www.xeno-canto.org/475822/download,Parus major
475821,C,502,United Kingdom,www.xeno-canto.org/475821/download,Parus major
471714,C,77,France,www.xeno-canto.org/471714/download,Parus major
470330,C,18,Estonia,www.xeno-canto.org/470330/download,Parus major
465666,C,27,Ukraine,www.xeno-canto.org/465666/download,Parus major
465665,C,47,Ukraine,www.xeno-canto.org/465665/download,Parus major
465664,C,15,Ukraine,www.xeno-canto.org/465664/download,Parus major
465663,C,61,Ukraine,www.xeno-canto.org/465663/download,Parus major
464740,C,226,United Kingdom,www.xeno-canto.org/464740/download,Parus major
464571,C,501,United Kingdom,www.xeno-canto.org/464571/download,Parus major
463542,C,116,United Kingdom,www.xeno-canto.org/463542/download,Parus major
463539,C,24,United Kingdom,www.xeno-canto.org/463539/download,Parus major
463052,C,161,United Kingdom,www.xeno-canto.org/463052/download,Parus major
463049,C,89,United Kingdom,www.xeno-canto.org/463049/download,Parus major
462910,C,54,Morocco,www.xeno-canto.org/462910/download,Parus major
462156,C,39,Russian Federation,www.xeno-canto.org/462156/download,Parus major
461876,C,37,Germany,www.xeno-canto.org/461876/download,Parus major
461595,C,48,Ukraine,www.xeno-canto.org/461595/download,Parus major
460376,C,57,Portugal,www.xeno-canto.org/460376/download,Parus major
460374,C,26,Portugal,www.xeno-canto.org/460374/download,Parus major
460373,C,40,Portugal,www.xeno-canto.org/460373/download,Parus major
459358,C,59,Spain,www.xeno-canto.org/459358/download,Parus major
458691,C,4,Russian Federation,www.xeno-canto.org/458691/download,Parus major
458687,C,63,Russian Federation,www.xeno-canto.org/458687/download,Parus major
458685,C,25,Russian Federation,www.xeno-canto.org/458685/download,Parus major
458684,C,20,Russian Federation,www.xeno-canto.org/458684/download,Parus major
458683,C,6,Russian Federation,www.xeno-canto.org/458683/download,Parus major
458458,C,11,United Kingdom,www.xeno-canto.org/458458/download,Parus major
458312,C,13,Russian Federation,www.xeno-canto.org/458312/download,Parus major
457909,C,74,Russian Federation,www.xeno-canto.org/457909/download,Parus major
457908,C,20,Russian Federation,www.xeno-canto.org/457908/download,Parus major
457901,C,42,Russian Federation,www.xeno-canto.org/457901/download,Parus major
457898,C,4,Russian Federation,www.xeno-canto.org/457898/download,Parus major
457097,C,28,France,www.xeno-canto.org/457097/download,Parus major
456055,C,48,Russian Federation,www.xeno-canto.org/456055/download,Parus major
455595,C,278,Norway,www.xeno-canto.org/455595/download,Parus major
455329,C,38,Poland,www.xeno-canto.org/455329/download,Parus major
454921,C,38,Ukraine,www.xeno-canto.org/454921/download,Parus major
454920,C,60,Ukraine,www.xeno-canto.org/454920/download,Parus major
453844,C,89,United Kingdom,www.xeno-canto.org/453844/download,Parus major
453644,C,27,Germany,www.xeno-canto.org/453644/download,Parus major
451399,C,8,Portugal,www.xeno-canto.org/451399/download,Parus major
451157,C,27,United Kingdom,www.xeno-canto.org/451157/download,Parus major
450381,C,129,Spain,www.xeno-canto.org/450381/download,Parus major
450380,C,56,Spain,www.xeno-canto.org/450380/download,Parus major
448892,C,69,France,www.xeno-canto.org/448892/download,Parus major
447617,C,117,United Kingdom,www.xeno-canto.org/447617/download,Parus major
447591,C,11,United Kingdom,www.xeno-canto.org/447591/download,Parus major
443200,C,72,United Kingdom,www.xeno-canto.org/443200/download,Parus major
443199,C,114,United Kingdom,www.xeno-canto.org/443199/download,Parus major
442870,C,81,United Kingdom,www.xeno-canto.org/442870/download,Parus major
440269,C,314,United Kingdom,www.xeno-canto.org/440269/download,Parus major
439257,C,51,United Kingdom,www.xeno-canto.org/439257/download,Parus major
439129,C,160,United Kingdom,www.xeno-canto.org/439129/download,Parus major
438626,C,492,United Kingdom,www.xeno-canto.org/438626/download,Parus major
438607,C,86,United Kingdom,www.xeno-canto.org/438607/download,Parus major
438469,C,91,United Kingdom,www.xeno-canto.org/438469/download,Parus major
438312,C,138,United Kingdom,www.xeno-canto.org/438312/download,Parus major
438311,C,122,United Kingdom,www.xeno-canto.org/438311/download,Parus major
438294,C,44,Russian Federation,www.xeno-canto.org/438294/download,Parus major
438289,C,114,Russian Federation,www.xeno-canto.org/438289/download,Parus major
438288,C,21,Russian Federation,www.xeno-canto.org/438288/download,Parus major
438197,C,32,Algeria,www.xeno-canto.org/438197/download,Parus major
436895,C,209,United Kingdom,www.xeno-canto.org/436895/download,Parus major
436867,C,479,United Kingdom,www.xeno-canto.org/436867/download,Parus major
436866,C,70,United Kingdom,www.xeno-canto.org/436866/download,Parus major
436700,C,493,United Kingdom,www.xeno-canto.org/436700/download,Parus major
436699,C,26,United Kingdom,www.xeno-canto.org/436699/download,Parus major
436697,C,139,United Kingdom,www.xeno-canto.org/436697/download,Parus major
436696,C,58,United Kingdom,www.xeno-canto.org/436696/download,Parus major
436673,C,29,United Kingdom,www.xeno-canto.org/436673/download,Parus major
436670,C,31,United Kingdom,www.xeno-canto.org/436670/download,Parus major
436562,C,495,United Kingdom,www.xeno-canto.org/436562/download,Parus major
436561,C,494,United Kingdom,www.xeno-canto.org/436561/download,Parus major
436559,C,89,United Kingdom,www.xeno-canto.org/436559/download,Parus major
436558,C,13,United Kingdom,www.xeno-canto.org/436558/download,Parus major
436557,C,37,United Kingdom,www.xeno-canto.org/436557/download,Parus major
436554,C,241,United Kingdom,www.xeno-canto.org/436554/download,Parus major
436537,C,111,United Kingdom,www.xeno-canto.org/436537/download,Parus major
436536,C,499,United Kingdom,www.xeno-canto.org/436536/download,Parus major
436454,C,458,United Kingdom,www.xeno-canto.org/436454/download,Parus major
436452,C,9,United Kingdom,www.xeno-canto.org/436452/download,Parus major
436447,C,215,United Kingdom,www.xeno-canto.org/436447/download,Parus major
436443,C,370,United Kingdom,www.xeno-canto.org/436443/download,Parus major
436438,C,145,United Kingdom,www.xeno-canto.org/436438/download,Parus major
436229,C,56,United Kingdom,www.xeno-canto.org/436229/download,Parus major
436221,C,99,United Kingdom,www.xeno-canto.org/436221/download,Parus major
436216,C,11,United Kingdom,www.xeno-canto.org/436216/download,Parus major
436215,C,228,United Kingdom,www.xeno-canto.org/436215/download,Parus major
436214,C,85,United Kingdom,www.xeno-canto.org/436214/download,Parus major
435466,C,492,United Kingdom,www.xeno-canto.org/435466/download,Parus major
435465,C,323,United Kingdom,www.xeno-canto.org/435465/download,Parus major
435464,C,340,United Kingdom,www.xeno-canto.org/435464/download,Parus major
434895,C,27,United Kingdom,www.xeno-canto.org/434895/download,Parus major
434811,C,59,Germany,www.xeno-canto.org/434811/download,Parus major
434734,C,381,United Kingdom,www.xeno-canto.org/434734/download,Parus major
434733,C,67,United Kingdom,www.xeno-canto.org/434733/download,Parus major
434731,C,30,United Kingdom,www.xeno-canto.org/434731/download,Parus major
434681,C,358,United Kingdom,www.xeno-canto.org/434681/download,Parus major
434678,C,452,United Kingdom,www.xeno-canto.org/434678/download,Parus major
434672,C,361,United Kingdom,www.xeno-canto.org/434672/download,Parus major
434505,C,202,United Kingdom,www.xeno-canto.org/434505/download,Parus major
434504,C,41,United Kingdom,www.xeno-canto.org/434504/download,Parus major
434503,C,113,United Kingdom,www.xeno-canto.org/434503/download,Parus major
434283,C,33,United Kingdom,www.xeno-canto.org/434283/download,Parus major
434280,C,461,United Kingdom,www.xeno-canto.org/434280/download,Parus major
434279,C,126,United Kingdom,www.xeno-canto.org/434279/download,Parus major
434278,C,225,United Kingdom,www.xeno-canto.org/434278/download,Parus major
434277,C,389,United Kingdom,www.xeno-canto.org/434277/download,Parus major
434275,C,72,United Kingdom,www.xeno-canto.org/434275/download,Parus major
434274,C,495,United Kingdom,www.xeno-canto.org/434274/download,Parus major
434273,C,493,United Kingdom,www.xeno-canto.org/434273/download,Parus major
434269,C,306,United Kingdom,www.xeno-canto.org/434269/download,Parus major
434268,C,355,United Kingdom,www.xeno-canto.org/434268/download,Parus major
430991,C,12,Russian Federation,www.xeno-canto.org/430991/download,Parus major
430990,C,15,Russian Federation,www.xeno-canto.org/430990/download,Parus major
430970,C,40,Russian Federation,www.xeno-canto.org/430970/download,Parus major
430968,C,51,Russian Federation,www.xeno-canto.org/430968/download,Parus major
430541,C,187,United Kingdom,www.xeno-canto.org/430541/download,Parus major
419690,C,16,Germany,www.xeno-canto.org/419690/download,Parus major
413098,C,52,United Kingdom,www.xeno-canto.org/413098/download,Parus major
412158,C,18,Ukraine,www.xeno-canto.org/412158/download,Parus major
412157,C,204,Ukraine,www.xeno-canto.org/412157/download,Parus major
412058,C,29,United Kingdom,www.xeno-canto.org/412058/download,Parus major
412057,C,33,United Kingdom,www.xeno-canto.org/412057/download,Parus major
411693,C,51,Greece,www.xeno-canto.org/411693/download,Parus major
411462,C,62,Belgium,www.xeno-canto.org/411462/download,Parus major
411408,C,32,Ukraine,www.xeno-canto.org/411408/download,Parus major
410535,C,135,United Kingdom,www.xeno-canto.org/410535/download,Parus major
410126,C,83,United Kingdom,www.xeno-canto.org/410126/download,Parus major
410099,C,42,Poland,www.xeno-canto.org/410099/download,Parus major
409227,C,52,Hungary,www.xeno-canto.org/409227/download,Parus major
408673,C,17,United Kingdom,www.xeno-canto.org/408673/download,Parus major
408345,C,79,Norway,www.xeno-canto.org/408345/download,Parus major
408198,C,338,United Kingdom,www.xeno-canto.org/408198/download,Parus major
408051,C,56,France,www.xeno-canto.org/408051/download,Parus major
407925,C,32,Spain,www.xeno-canto.org/407925/download,Parus major
407407,C,20,United Kingdom,www.xeno-canto.org/407407/download,Parus major
406212,C,23,Finland,www.xeno-canto.org/406212/download,Parus major
405972,C,4,Finland,www.xeno-canto.org/405972/download,Parus major
405650,C,60,United Kingdom,www.xeno-canto.org/405650/download,Parus major
404647,C,47,United Kingdom,www.xeno-canto.org/404647/download,Parus major
403782,C,495,United Kingdom,www.xeno-canto.org/403782/download,Parus major
402987,C,26,Germany,www.xeno-canto.org/402987/download,Parus major
402215,C,87,United Kingdom,www.xeno-canto.org/402215/download,Parus major
402210,C,437,United Kingdom,www.xeno-canto.org/402210/download,Parus major
401369,C,6,Germany,www.xeno-canto.org/401369/download,Parus major
389858,C,98,United Kingdom,www.xeno-canto.org/389858/download,Parus major
388783,C,482,Germany,www.xeno-canto.org/388783/download,Parus major
388778,C,631,Germany,www.xeno-canto.org/388778/download,Parus major
387806,C,35,Germany,www.xeno-canto.org/387806/download,Parus major
387023,C,182,United Kingdom,www.xeno-canto.org/387023/download,Parus major
386487,C,32,Spain,www.xeno-canto.org/386487/download,Parus major
386175,C,2,Denmark,www.xeno-canto.org/386175/download,Parus major
386172,C,1,Denmark,www.xeno-canto.org/386172/download,Parus major
385554,C,19,United Kingdom,www.xeno-canto.org/385554/download,Parus major
385553,C,36,United Kingdom,www.xeno-canto.org/385553/download,Parus major
385552,C,43,United Kingdom,www.xeno-canto.org/385552/download,Parus major
385549,C,62,United Kingdom,www.xeno-canto.org/385549/download,Parus major
385548,C,17,United Kingdom,www.xeno-canto.org/385548/download,Parus major
385126,C,20,United Kingdom,www.xeno-canto.org/385126/download,Parus major
385125,C,77,United Kingdom,www.xeno-canto.org/385125/download,Parus major
385124,C,12,United Kingdom,www.xeno-canto.org/385124/download,Parus major
385123,C,47,United Kingdom,www.xeno-canto.org/385123/download,Parus major
385122,C,10,United Kingdom,www.xeno-canto.org/385122/download,Parus major
385115,C,13,United Kingdom,www.xeno-canto.org/385115/download,Parus major
383869,C,25,United Kingdom,www.xeno-canto.org/383869/download,Parus major
383868,C,14,United Kingdom,www.xeno-canto.org/383868/download,Parus major
383621,C,121,United Kingdom,www.xeno-canto.org/383621/download,Parus major
383620,C,34,United Kingdom,www.xeno-canto.org/383620/download,Parus major
383492,C,37,United Kingdom,www.xeno-canto.org/383492/download,Parus major
383491,C,23,United Kingdom,www.xeno-canto.org/383491/download,Parus major
383490,C,58,United Kingdom,www.xeno-canto.org/383490/download,Parus major
383488,C,21,United Kingdom,www.xeno-canto.org/383488/download,Parus major
383486,C,64,United Kingdom,www.xeno-canto.org/383486/download,Parus major
383485,C,78,United Kingdom,www.xeno-canto.org/383485/download,Parus major
381228,C,48,Poland,www.xeno-canto.org/381228/download,Parus major
377928,C,9,Denmark,www.xeno-canto.org/377928/download,Parus major
376701,C,3,Switzerland,www.xeno-canto.org/376701/download,Parus major
373835,C,74,Poland,www.xeno-canto.org/373835/download,Parus major
